Data;Hora Início;Hora Fim;"HE
Receber";"HE
Compensar";Horas;Justificativa;Salario Bruto
12.11.2020;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR a pedid;6314,19
18.11.2020;05:00:00;11:00:00;X;;6,00;Apoio tela JM/PR a pedid;6314,19
18.11.2020;11:30:00;15:30:00;X;;4,00;Apoio tela JM/PR a pedid;6314,19
20.11.2020;15:30:00;17:30:00;X;;2,00;Apoio Malha leste a pedi;6314,19
23.11.2020;15:30:00;16:00:00;X;;0,50;Apoio tela JM/PR a pedid;6314,19
24.11.2020;15:30:00;19:30:00;X;;4,00;Apoio Malha Oeste a pedi;6314,19
27.11.2020;07:00:00;12:00:00;X;;5,00;Apoio tela JM/PR a pedid;6314,19
27.11.2020;12:30:00;15:30:00;X;;3,00;Apoio tela JM/PR a pedid;6314,19
28.11.2020;15:30:00;16:00:00;X;;0,50;Apoio tela JM/PR a pedid;6314,19
30.11.2020;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR a pedid;6314,19
01.12.2020;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR a pedid;6314,19
08.12.2020;15:30:00;19:30:00;X;;4,00;Apoio tela VR/TC a pedid;6314,19
10.12.2020;15:30:00;19:30:00;X;;4,00;Apoio tela TO a pedido d;6314,19
13.12.2020;07:00:00;12:00:00;X;;5,00;Apoio tela JM/PR a pedid;6314,19
13.12.2020;12:30:00;15:30:00;X;;3,00;Apoio tela JM/PR a pedid;6314,19
18.12.2020;05:00:00;07:00:00;X;;2,00;Apoio tela BC a pedido d;6314,19
18.12.2020;15:30:00;17:30:00;X;;2,00;Apoio tela de PR a pedid;6314,19
24.12.2020;07:00:00;12:00:00;X;;5,00;Apoio tela JM/Al a pedid;6314,19
24.12.2020;12:30:00;15:30:00;X;;3,00;Apoio tela JM/Al a pedid;6314,19
26.12.2020;06:00:00;07:00:00;X;;1,00;Apoio Sala de Controle -;6314,19
26.12.2020;15:30:00;17:00:00;X;;1,50;Apoio Sala de Controle -;6314,19
01.01.2021;07:00:00;15:00:00;X;;8,00;Apoio tela JM/PR;6314,19
02.01.2021;07:00:00;15:00:00;X;;8,00;Apoio tela JM/PR;6314,19
06.01.2021;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR;6314,19
14.02.2021;07:00:00;15:00:00;X;;8,00;Apoio tela JM/PR;6314,19
15.02.2021;07:00:00;15:00:00;X;;8,00;Apoio tela JM/PR;6314,19
14.02.2021;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR;6314,19
23.02.2021;07:00:00;15:00:00;X;;8,00;Apoio tela JM/PR;6314,19
03.03.2021;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR;6314,19
05.03.2021;07:00:00;15:00:00;X;;8,00;Apoio tela JM/PR;6314,19
07.03.2021;06:00:00;07:00:00;X;;1,00;Apoio tela PR;6314,19
08.03.2021;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR;6314,19
09.03.2021;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR;6314,19
15.03.2021;07:00:00;15:00:00;X;;8,00;Apoio tela JM/PR;6314,19
29.03.2021;06:00:00;07:00:00;X;;1,00;Apoio tela PR;6314,19
30.03.2021;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR;6314,19
31.03.2021;07:00:00;19:00:00;X;;12,00;Apoio tela JM/PR;6314,19
01.04.2021;07:00:00;15:00:00;X;;8,00;Apoio tela JM/PR;6314,19
